Team,Season,gameId,OpposingTeam,gameDate,home_or_away,situation,corsiPercentage,fenwickPercentage,xGoalsFor,shotsOnGoalFor,blockedShotAttemptsFor,goalsFor,savedShotsOnGoalFor,penaltyMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,xGoalsAgainst,shotsOnGoalAgainst,blockedShotAttemptsAgainst,goalsAgainst,savedShotsOnGoalAgainst,penaltyMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,powerPlayxGoalsFor,powerPlayxGoalsAgainst,shortHandedxGoalsAgainst,otherxGoalsFor,otherxGoalsAgainst,shortHandedxGoalsFor,fiveOnFivexGoalsFor,fiveOnFivexGoalsAgainst,fiveOnfiveFenwickPercentage,fiveOnfiveCorsiPercentage,last_10_avg_xgoals_for,last_10_avg_xgoals_against,result,home_away,last_10_avg_goals_for,last_10_avg_goals_against,opp_last_10_goals_for,opp_last_10_goals_against,opp_last_10_xgoals_against,opp_last_10_xgoals_for
EDM,2024,2024020530,SJS,20241221,HOME,all,0.6583,0.6667,3.698,42,17,3,39,2,28,4,5,22,47,13,2,1.53,1.492,0.676,2,1,0,1.344,22,10,2,20,4,20,18,5,17,24,7,0,0.593,0.751,0,0,2,0,0.461,0,0.007,0.331,0.082,0.013,2.893,1.255,0.6463,0.6463,3.2725,2.6896,1,1,4.1,2.3,3,3.7,3.5658000000000003,3.0989
EDM,2024,2024020544,OTT,20241222,HOME,all,0.396,0.4853,3.919,21,7,3,18,4,19,11,7,18,18,10,5,0.672,1.137,2.11,1,0,2,1.946,21,26,1,20,12,29,16,5,13,28,4,3,0.722,0.484,0.74,0,0,1,2.1,0.121,0.042,0.061,0.891,0.28,1.478,0.892,0.4762,0.4762,3.3353,2.5509,1,1,4,2.2,3.2,1.8,3.0532,3.0774
EDM,2024,2024020569,LAK,20241228,AWAY,all,0.4911,0.4643,2.868,27,16,3,24,2,28,13,7,17,26,9,4,0.583,0.998,1.287,0,1,2,2.887,29,12,4,25,4,33,25,8,18,32,10,3,0.941,1.21,0.736,2,1,1,0.575,0,0.155,0.065,0.706,0,2.228,2.026,0.4861,0.4861,3.3938,2.4823,0,0,3.9,2.2,3.3,2.2,2.5080999999999998,2.7039999999999997
EDM,2024,2024020578,ANA,20241229,AWAY,all,0.4505,0.4321,3.077,23,15,3,20,12,18,13,5,8,27,5,3,0.785,0.674,1.618,1,0,2,4.076,32,15,5,27,8,27,26,3,17,29,13,4,1.125,1.529,1.422,3,1,1,0.659,0,0.982,1.155,0.91,0.1,1.163,2.185,0.4407,0.4407,3.3118000000000003,2.6562,0,0,4.2,2.5,2.1,3.4,4.0189,2.9155
EDM,2024,2024020601,UTA,20241231,HOME,all,0.5328,0.5376,4.135,38,15,4,34,6,25,4,7,13,35,12,3,1.13,1.613,1.392,2,1,1,2.219,27,14,1,26,8,21,15,3,26,35,6,2,0.818,0.63,0.772,0,1,0,0.557,0,0.08,0.892,0.469,0.198,2.488,1.67,0.5714,0.5714,3.2119,2.9143,1,1,3.9,2.7,3,2.9,3.1546,3.1799
EDM,2024,2024020618,ANA,20250103,HOME,all,0.5391,0.5412,3.45,26,16,3,23,6,31,3,5,18,34,8,4,1.221,1.041,1.189,2,1,0,3.124,29,14,2,27,4,20,14,1,4,29,5,5,0.697,0.657,1.77,0,1,1,0.119,0,0.908,0.539,0.451,0,2.792,1.765,0.5584,0.5584,3.3159,2.8247999999999998,1,1,3.9,2.6,2.9,3,4.005599999999999,2.9474
EDM,2024,2024020631,SEA,20250104,AWAY,all,0.5966,0.6582,4.451,32,19,4,28,4,34,7,5,18,36,12,4,0.796,1.417,2.237,1,2,1,1.212,18,21,2,16,2,24,23,6,16,24,2,1,0.738,0.216,0.259,2,0,0,0.184,0,0.031,1.906,0.041,0.017,2.345,1.141,0.625,0.625,3.4061999999999997,2.9811,1,0,4,2.7,2.5,3.3,3.5039000000000002,2.8905000000000003
EDM,2024,2024020641,BOS,20250107,AWAY,all,0.5591,0.5909,5.395,39,19,4,35,9,27,18,13,12,38,7,7,1.296,0.848,3.251,1,1,2,2.482,26,20,0,26,11,20,45,11,11,28,5,3,0.961,0.692,0.828,0,0,0,0.9,0.43,0.185,1.059,0,0.016,3.42,1.866,0.5775,0.5775,3.4661,2.8564,1,0,3.7,2.8,2.9,3,2.9123,2.9091
EDM,2024,2024020658,PIT,20250109,AWAY,all,0.6071,0.5941,4.553,43,25,3,40,4,32,16,0,14,48,7,5,1.265,1.028,2.26,1,1,1,4.496,26,14,5,21,8,26,16,3,9,28,7,6,0.735,1.006,2.755,2,2,1,1.598,0,0.135,0.222,1.878,0,2.733,2.483,0.5823,0.5823,3.607,2.6092,0,0,3.5,2.5,3.1,3.3,3.3343000000000003,2.7436
EDM,2024,2024020676,CHI,20250111,AWAY,all,0.5833,0.622,4.501,34,12,4,30,4,21,18,6,13,37,6,8,1.31,0.655,2.537,1,2,1,1.802,22,14,3,19,4,27,27,7,9,25,3,3,0.732,0.279,0.791,2,1,0,0.832,0,0,0.207,0.908,0,3.462,0.894,0.6575,0.6575,3.7625,2.6706,1,0,3.3,2.4,2.7,4.2,3.335,2.854
EDM,2024,2024020691,LAK,20250113,HOME,all,0.4957,0.5176,3.587,30,14,1,29,4,30,15,3,8,30,11,3,0.925,1.427,1.235,0,1,0,2.051,30,18,0,30,6,32,8,4,11,34,6,1,0.95,0.843,0.259,0,0,0,0.214,0,0.028,0.816,0.238,0,2.557,1.784,0.5139,0.5139,4.0047,2.5588,1,1,3.4,2.5,2.9,2.3,2.5263999999999998,2.7148
EDM,2024,2024020706,MIN,20250115,AWAY,all,0.5,0.5253,3.005,36,12,5,31,6,31,13,1,21,44,5,3,1.28,0.64,1.086,2,1,2,2.664,34,17,3,31,4,28,20,4,15,37,7,3,1.144,0.822,0.698,0,2,1,0.564,0,0.507,0,0.144,0.031,2.411,2.014,0.5698,0.5698,3.9936,2.6295,1,0,3.2,2.3,3.1,2.9,3.5319000000000003,2.7228000000000003
EDM,2024,2024020718,COL,20250116,AWAY,all,0.5378,0.5432,2.213,28,20,4,24,4,21,11,7,9,34,9,1,0.978,0.941,0.294,3,1,0,2.197,25,18,3,22,8,24,14,3,13,30,5,2,0.958,0.685,0.554,1,2,0,0.155,0.352,0.048,0,0.369,0,2.058,1.428,0.5738,0.5738,3.9021999999999997,2.7013000000000003,1,0,3.4,2.5,3.4,2.1,2.8058,2.7586
EDM,2024,2024020735,VAN,20250118,AWAY,all,0.46,0.4627,1.895,15,15,2,13,23,22,9,6,17,27,2,2,0.795,0.195,0.905,1,0,1,2.983,27,18,3,24,19,30,18,4,15,28,1,7,0.76,0.084,2.139,2,0,1,0.621,0.05,0.483,0.49,0,0,0.785,2.451,0.4815,0.4815,3.8366999999999996,2.6323,0,0,3.5,2.4,1.8,3.4,3.0718,2.4758
EDM,2024,2024020754,WSH,20250121,HOME,all,0.6574,0.6049,5.053,32,22,2,30,6,24,13,3,23,27,14,8,0.88,1.773,2.401,1,1,0,1.796,14,5,3,11,6,21,14,3,16,23,7,2,0.502,0.767,0.528,1,1,1,0.027,0.012,0.087,0.392,0.043,0.14,4.494,1.654,0.6462,0.6462,3.7185,2.523,0,1,3.4,2.2,3.2,1.7,3.0105999999999997,3.3866
EDM,2024,2024020768,VAN,20250123,HOME,all,0.5424,0.5444,4.633,34,15,6,28,8,26,19,6,9,26,19,4,0.882,2.579,1.171,1,4,1,1.515,26,13,2,24,16,34,25,3,9,37,3,1,0.756,0.399,0.36,2,0,0,2.027,0.019,0,0.152,0.212,0,2.454,1.284,0.4928,0.4928,3.8103000000000002,2.4807,1,1,3.2,2.4,1.8,3.1,2.7563,2.5614999999999997
EDM,2024,2024020777,BUF,20250125,HOME,all,0.4394,0.4623,3.963,34,9,3,31,6,33,15,5,15,35,10,4,1.194,1.237,1.533,1,0,2,4.156,41,17,2,39,2,32,29,7,16,42,11,4,1.244,1.537,1.375,2,0,0,0.04,0.138,0.273,0.732,0.338,0.229,2.961,3.406,0.5309,0.5309,3.9286000000000003,2.3198,1,1,3.5,2.4,3,3.8,3.5125,3.2527
EDM,2024,2024020797,SEA,20250127,HOME,all,0.5357,0.5238,2.796,31,16,4,27,6,24,14,0,22,32,11,1,0.952,1.572,0.273,2,2,0,2.801,28,12,2,26,2,23,18,1,16,30,6,4,0.891,0.796,1.114,1,0,1,0.295,0.196,0.008,0.01,0.119,0.111,2.38,2.479,0.5068,0.5068,3.8798000000000004,2.6142,1,1,3.4,2.4,3.1,3.1,3.2183,2.8283
EDM,2024,2024020819,DET,20250130,HOME,all,0.5503,0.5586,5.729,47,20,2,45,6,33,14,8,18,37,16,9,1.096,1.891,2.742,0,2,0,2.644,35,18,2,33,8,40,23,5,19,37,10,2,0.916,1.3,0.428,1,1,0,1.508,0.204,0.108,1.071,0.209,0,3.15,2.123,0.5658,0.5658,3.6199,2.6461,0,1,3.4,2.6,3.3,2.8,3.3308,3.5424999999999995
EDM,2024,2024020833,TOR,20250201,HOME,all,0.6741,0.6566,3.616,48,26,3,45,6,24,17,2,12,57,4,4,1.993,0.549,1.073,3,0,0,3.09,28,10,4,24,6,27,17,7,11,26,5,3,0.68,0.626,1.784,1,0,3,0.966,0.051,1.577,0.932,0,0.132,1.586,1.462,0.6324,0.6324,3.7375,2.4609,0,1,3.3,2.3,2.6,3.4,3.4961999999999995,2.8642
EDM,2024,2024020851,STL,20250204,AWAY,all,0.6033,0.6374,4.234,38,15,3,35,2,17,13,6,18,42,8,8,1.105,0.851,2.279,0,2,1,2.713,22,15,2,20,6,30,28,6,16,23,8,2,0.751,1.026,0.937,1,0,1,0.515,0.103,1.009,0.553,0.041,0,3.166,1.561,0.6197,0.6197,3.649,2.5896999999999997,1,0,3.2,2.4,1.9,2.9,2.8362,2.6431999999999998
EDM,2022,2022030181,LAK,20230417,HOME,all,0.5385,0.5607,4.085,40,17,3,37,14,42,50,11,18,41,17,2,1.473,2.164,0.449,1,1,1,3.709,35,19,4,31,8,31,49,8,12,39,4,4,1.07,0.628,2.01,2,0,2,0.383,0.052,0.739,0.283,1.207,0.156,3.263,1.711,0.6265,0.6265,3.9250999999999996,2.9295,0,1,4.2,1.8,2.9,2.7,2.7796,3.2323
EDM,2022,2022030182,LAK,20230419,HOME,all,0.52,0.5422,4.423,37,20,4,33,8,32,60,11,15,27,12,6,0.797,1.224,2.401,1,1,2,2.866,24,22,2,22,2,25,52,11,11,28,5,5,0.56,0.698,1.609,0,1,1,0.274,0,0.628,0.963,0.036,0.249,2.936,2.203,0.5441,0.5441,4.0592,2.9536000000000002,1,1,4.2,1.8,2.6,2.4,2.8956,3.2023
EDM,2022,2022030183,LAK,20230421,AWAY,all,0.5926,0.6,3.891,40,23,2,38,14,33,40,5,8,43,9,5,1.157,0.857,1.876,0,0,2,3.183,31,17,3,28,12,30,47,6,12,19,17,2,0.56,2.033,0.59,0,3,0,1.182,0,0.715,0.238,0.533,0.041,2.43,1.935,0.6286,0.6286,4.0144,2.8718,0,0,4.1,1.6,2.7,2.6,2.9264,3.289
EDM,2022,2022030184,LAK,20230423,AWAY,all,0.5166,0.5439,4.975,42,16,5,37,4,32,27,2,8,43,13,6,1.362,1.483,2.131,2,1,2,5.097,39,21,4,35,6,35,40,10,14,25,20,7,0.727,2.515,1.855,0,3,1,1.208,0,0.5,0,0,0,3.768,4.597,0.5392,0.5392,3.9648000000000003,2.8454,1,0,3.6,1.5,3,2.6,2.9471,3.2703
EDM,2022,2022030185,LAK,20230425,HOME,all,0.4592,0.5,3.041,27,8,6,21,2,30,48,8,11,22,10,5,0.754,1.086,1.2,2,4,0,2.37,28,16,3,25,6,24,43,4,10,27,8,2,0.546,1.048,0.776,0,2,1,0.905,0.144,0,0.03,0,0,2.106,2.226,0.4516,0.4516,4.0939,3.0181,1,1,3.9,1.9,3.1,3,3.2958,3.5444000000000004
EDM,2022,2022030186,LAK,20230429,AWAY,all,0.4188,0.4318,3.461,26,11,5,21,6,33,22,6,12,24,10,4,0.859,1.198,1.404,1,2,2,4.064,44,18,4,40,4,25,32,6,3,29,17,4,0.959,1.974,1.131,2,1,1,0.658,0.502,1.076,0,0.008,0.007,2.797,2.477,0.473,0.473,3.8564999999999996,2.9600999999999997,1,0,3.9,2.2,3,3.5,3.2973999999999997,3.4142
EDM,2022,2022030241,VGK,20230503,AWAY,all,0.5417,0.4828,3.215,27,23,4,23,8,32,46,7,10,31,8,3,0.608,0.886,1.722,2,0,2,3.096,34,10,6,28,8,30,27,18,8,32,9,4,1.013,1.069,1.015,1,4,1,1.464,0.007,0.695,0,0.281,0.108,1.644,2.112,0.493,0.493,3.8641999999999994,3.1670000000000003,0,0,4.1,2.5,3.4,2.2,2.7407,3.2340000000000004
EDM,2022,2022030242,VGK,20230506,AWAY,all,0.5391,0.5294,4.384,36,17,5,31,24,31,33,8,2,32,9,4,0.869,1.392,2.124,0,1,4,3.067,31,13,1,30,28,34,39,14,7,25,12,3,0.746,1.557,0.764,1,0,0,2.108,0,1.107,0.077,0.126,0.504,1.694,1.834,0.4314,0.4314,3.8007,3.303,1,0,4.2,3,3.8,2.3,2.7908999999999997,3.1292
EDM,2022,2022030243,VGK,20230508,HOME,all,0.5225,0.4667,2.289,28,23,1,27,10,32,50,8,7,28,4,3,1.028,0.389,0.872,0,0,1,3.672,33,13,5,28,6,30,25,6,16,24,9,7,0.773,1.129,1.771,2,3,0,0.376,0,0.024,0,0.634,0,1.914,3.014,0.4848,0.4848,3.8442999999999996,3.3318,0,1,4.1,3,3.4,2.6,2.9844999999999997,3.0538
EDM,2022,2022030244,VGK,20230510,HOME,all,0.5155,0.5616,2.99,33,9,4,29,17,29,46,10,13,30,7,4,0.987,0.99,1.013,3,0,1,1.202,26,15,1,25,22,29,36,3,10,27,4,1,0.502,0.458,0.242,0,0,1,0.987,0.015,0.096,0.321,0.181,0.035,1.647,0.91,0.6667,0.6667,3.8293,3.4212000000000002,1,1,4,3.4,3.8,2.6,3.0463999999999998,3.2366
EDM,2022,2022030245,VGK,20230512,AWAY,all,0.5315,0.5357,3.655,35,14,3,32,12,26,24,10,14,34,7,4,0.815,0.854,1.986,0,0,3,4.197,31,13,4,27,11,34,24,12,6,22,12,5,0.525,1.363,2.308,1,1,2,2.256,0,1.431,0.239,1.362,0.039,1.121,1.403,0.5238,0.5238,3.6754,3.2326,0,0,3.9,3.3,3.5,2.9,3.1684,2.9829
EDM,2022,2022030246,VGK,20230514,HOME,all,0.656,0.6506,4.447,40,28,2,38,4,28,45,7,18,35,15,4,1.201,1.932,1.314,1,1,0,2.925,22,14,5,17,4,28,22,7,11,22,2,5,0.723,0.182,2.02,1,1,3,0.899,0,0.029,0.265,1.298,0,3.283,1.598,0.6515,0.6515,3.6323999999999996,3.2814,0,1,3.9,3.3,3.6,3.1,3.2009,3.163
EDM,2023,2023030181,LAK,20240422,HOME,all,0.5066,0.5455,5.084,45,17,7,38,4,40,45,12,5,38,16,6,1.037,2.174,1.874,1,4,2,3.416,37,25,4,33,8,32,65,7,7,37,7,6,0.815,0.785,1.816,3,1,0,1.579,0,0.571,0.657,0.045,0,2.849,2.8,0.5172,0.5172,3.7259,2.5923000000000003,1,1,3.2,3.1,3.2,2.6,2.8288,2.8653
EDM,2023,2023030182,LAK,20240424,HOME,all,0.5116,0.5244,3.28,31,23,4,27,6,31,58,13,8,27,13,3,0.845,1.581,0.854,3,1,0,2.342,26,24,5,21,6,30,55,11,13,29,7,3,0.593,0.842,0.907,2,2,1,1.056,0.054,0.045,0,0,0.269,1.956,2.243,0.4688,0.4688,3.9853,2.5829,0,1,3.7,3.2,3.4,2.9,3.0502,2.9123
EDM,2023,2023030183,LAK,20240426,AWAY,all,0.4878,0.5222,8.491,40,13,6,34,25,31,23,4,5,30,3,14,0.915,0.37,7.206,2,0,4,2.166,28,20,1,27,27,30,36,4,6,34,8,1,0.936,1.016,0.214,1,0,0,3.655,0.023,0.868,2.399,0.045,0.014,2.424,1.231,0.4667,0.4667,3.9684,2.4607,1,0,4.1,3.2,3.6,2.9,3.0202,2.9705
EDM,2023,2023030184,LAK,20240428,AWAY,all,0.3363,0.2667,1.429,13,18,1,12,2,26,27,5,6,15,3,2,0.416,0.306,0.707,0,0,1,3.065,33,20,0,33,2,22,44,2,3,45,6,4,1.252,0.728,1.085,0,0,0,0.489,0,0,0,0,0,0.94,3.065,0.2568,0.2568,4.3173,2.5293,1,0,4.1,3.1,3.2,3.3,3.4176,2.8904
EDM,2023,2023030185,LAK,20240501,HOME,all,0.4579,0.5217,3.626,26,13,4,22,4,24,26,13,9,22,9,5,0.833,1.069,1.724,2,2,0,2.21,21,25,3,18,12,34,48,2,4,27,2,4,0.722,0.211,1.276,2,1,0,2.006,0.048,0.567,0,0.089,0,1.62,1.506,0.4615,0.4615,4.0238,2.536,1,1,3.8,2.9,3,3.3,3.3848,2.9389
EDM,2023,2023030241,VAN,20240508,AWAY,all,0.4545,0.4384,2.051,18,13,4,14,8,19,33,9,4,25,4,3,0.634,0.476,0.941,3,0,1,2.93,24,13,5,19,2,33,36,7,5,30,6,5,0.808,0.771,1.351,4,0,1,0.471,0,0.517,0.323,0.045,0.02,1.237,2.369,0.4237,0.4237,4.0351,2.571,0,0,3.7,3.1,2.5,2.2,2.7016,2.8447
EDM,2023,2023030242,VAN,20240510,AWAY,all,0.6549,0.6429,3.414,31,20,4,27,10,32,24,3,7,42,8,4,1.018,1.013,1.383,1,2,1,1.733,19,9,3,16,10,35,41,7,4,22,7,1,0.465,0.827,0.441,1,2,0,0.657,0,0.192,0.109,0.16,0,2.648,1.381,0.6286,0.6286,3.8388,2.5915,1,0,3.9,3.3,2.7,2.2,2.748,2.7266
EDM,2023,2023030243,VAN,20240512,HOME,all,0.725,0.6932,5.865,45,26,3,42,6,28,30,6,15,42,8,11,1.26,1.038,3.567,1,1,1,3.464,18,6,4,14,12,38,50,8,5,17,5,5,0.498,0.463,2.503,1,0,3,2.648,0.084,1.348,0.866,0.702,0,2.351,1.33,0.65,0.65,3.7862,2.5375,0,1,4.2,3.3,2.7,2.5,2.6954000000000002,2.6726
EDM,2023,2023030244,VAN,20240514,HOME,all,0.5122,0.5402,2.9,30,16,3,27,6,22,36,6,12,33,13,1,0.961,1.647,0.292,1,2,0,1.728,21,20,2,19,4,25,45,3,4,35,3,2,0.717,0.297,0.714,1,0,1,1.109,0.016,0.139,0,0.516,0.126,1.666,1.057,0.5455,0.5455,3.9838,2.6601,1,1,3.6,3.5,2.7,2.7,3.0100000000000002,2.6523
EDM,2023,2023030245,VAN,20240516,AWAY,all,0.4531,0.4396,1.798,23,18,2,21,10,27,23,6,9,34,5,1,0.906,0.654,0.238,1,1,0,4.273,35,19,3,32,12,36,41,3,10,37,6,8,1.173,0.711,2.389,1,0,2,0.045,0.129,1.345,0.122,0.173,0.072,1.559,2.626,0.4921,0.4921,4.0408,2.589,0,0,3.7,3.2,2.7,2.6,2.9466,2.5766999999999998
EDM,2023,2023030246,VAN,20240518,HOME,all,0.5478,0.5294,2.776,27,18,5,22,8,29,49,6,6,34,8,3,1.089,0.935,0.752,2,2,1,2.706,15,12,1,14,8,31,38,5,10,28,9,3,0.621,1.099,0.985,0,0,1,0.448,0,0.374,0.337,0.008,0,1.992,2.324,0.5417,0.5417,3.7938,2.7327,1,1,3.8,3,2.6,2.6,2.8722000000000003,2.6879999999999997
EDM,2023,2023030247,VAN,20240520,AWAY,all,0.4259,0.4932,2.211,29,10,3,26,6,25,20,6,5,27,6,3,0.631,0.647,0.932,1,1,1,2.728,17,25,2,15,4,31,38,2,5,24,10,3,0.714,1.238,0.777,1,1,0,0.569,0.182,0.603,0,0,0.145,1.497,1.942,0.4483,0.4483,3.563,2.6617,1,0,3.6,2.7,2.6,2.7,2.9408000000000003,2.6422999999999996
EDM,2023,2023030321,DAL,20240523,AWAY,all,0.5185,0.5182,3.664,38,27,3,35,10,35,34,8,15,43,10,4,1.145,1.302,1.216,0,3,0,3.875,33,25,2,31,0,44,30,12,9,38,10,5,1.133,1.198,1.545,0,0,2,0.037,0,1.156,0,0,0.046,3.581,2.72,0.5682,0.5682,3.4561,2.7003,1,0,3.5,2.4,3.1,2.2,2.8512999999999997,3.3747999999999996
EDM,2023,2023030322,DAL,20240525,AWAY,all,0.5614,0.525,3.315,29,22,1,28,4,28,19,5,6,29,8,5,0.848,0.914,1.553,0,0,1,3.163,25,12,3,22,4,27,31,11,5,23,12,3,0.714,1.487,0.962,2,0,1,0,0,0.127,0,0.472,0.007,3.308,2.564,0.5395,0.5395,2.9734000000000003,2.8712,0,0,3.2,2.5,2.9,2.3,2.8845,3.3617
EDM,2023,2023030323,DAL,20240527,HOME,all,0.6033,0.6098,3.898,31,23,3,28,4,27,42,7,15,36,8,6,1.135,0.968,1.796,1,2,0,2.922,22,16,5,17,6,29,19,17,14,20,7,5,0.605,0.823,1.494,2,2,1,0.931,0,0,1.337,0.292,0.027,1.602,2.63,0.5079,0.5079,3.162,2.881,0,1,3.2,2.8,2.9,2.2,3.009,3.325
EDM,2023,2023030324,DAL,20240529,HOME,all,0.5413,0.5921,3.638,29,14,5,24,4,32,43,7,8,31,10,4,0.911,1.398,1.329,0,3,2,1.946,22,19,2,20,2,29,21,8,6,24,6,1,0.684,0.84,0.421,2,0,0,0.991,0.056,0.01,0.324,0.23,0.156,2.167,1.649,0.5714,0.5714,3.1892,2.9522,1,1,3.1,3,3.4,2.3,3.0565,3.3329
EDM,2023,2023030325,DAL,20240531,AWAY,all,0.5317,0.56,3.259,26,25,3,23,2,25,16,9,4,34,5,3,0.961,0.56,1.738,1,0,2,2.001,20,26,1,19,6,26,24,8,8,25,7,1,0.737,1.031,0.232,0,1,0,1.254,0,0.404,0.516,0.056,0,1.488,1.541,0.5625,0.5625,3.3479,2.8538,1,0,3.2,2.7,3.4,2.7,3.2723,3.3282
EDM,2023,2023030326,DAL,20240602,HOME,all,0.2474,0.2353,1.195,10,8,2,8,4,23,15,9,17,10,5,1,0.304,0.528,0.362,0,2,0,3.089,34,21,1,33,4,30,31,9,17,39,9,4,1.065,0.984,1.039,0,0,1,0.618,0,0.082,0,0.272,0,0.576,2.735,0.2364,0.2364,3.3324,2.8806000000000003,1,1,3.1,2.5,3.2,2.6,3.2713,3.2892
EDM,2023,2023030411,FLA,20240608,AWAY,all,0.6306,0.6533,5.703,32,21,0,32,8,23,32,4,14,30,10,9,0.793,1.128,3.782,0,0,0,1.862,18,15,3,15,10,34,57,11,10,19,5,2,0.681,0.585,0.596,0,2,1,2.857,0,0.095,0.076,0.381,0,2.77,1.386,0.6129,0.6129,2.8654,2.8431,0,0,3,2.2,2.8,1.9,2.3749,3.1509
EDM,2023,2023030412,FLA,20240610,AWAY,all,0.4273,0.3889,1.386,19,19,1,18,15,31,30,4,17,26,0,2,0.583,0,0.803,1,0,0,2.925,29,19,4,25,12,37,37,14,16,32,11,1,0.999,1.419,0.506,2,1,1,0.022,0.183,1.07,0.935,0.81,0,0.429,0.862,0.4419,0.4419,3.1457,2.8565,0,0,2.7,2.3,2.5,1.7,2.7312000000000003,2.9305
EDM,2023,2023030413,FLA,20240613,HOME,all,0.5739,0.5778,3.665,35,14,3,32,6,29,37,10,10,36,13,3,1.22,1.764,0.681,3,0,0,4.449,23,11,4,19,10,32,33,10,4,23,10,5,0.341,1.421,2.687,0,4,0,0.759,0,0.019,0.357,2.081,0.209,2.34,2.349,0.5507,0.5507,3.1045000000000003,2.7217,0,1,2.6,2.4,2.6,1.6,2.6463,2.8852
EDM,2023,2023030414,FLA,20240615,HOME,all,0.4653,0.5,4.93,35,17,8,27,8,33,29,14,19,26,18,6,1.002,2.066,1.862,1,4,3,2.487,33,27,1,32,10,29,49,8,10,41,7,2,0.956,0.921,0.61,1,0,0,1.801,0.017,0.411,0.816,0.206,0.333,1.98,1.853,0.4667,0.4667,3.1934,2.896,1,1,2.4,2.7,2.9,1.7,2.7717,3.1067
EDM,2023,2023030415,FLA,20240618,AWAY,all,0.3391,0.3506,3.801,24,12,5,19,8,25,16,5,18,17,4,6,0.358,0.464,2.979,1,0,4,3.209,32,26,3,29,12,37,38,6,16,41,5,4,1.311,0.587,1.312,0,2,1,1.562,0.071,0.16,1.287,0.193,0.302,0.65,2.786,0.2778,0.2778,3.4653,2.8719,1,0,2.9,2.6,2.8,2.4,2.9843,3.1196
EDM,2023,2023030416,FLA,20240621,HOME,all,0.4412,0.5,2.842,21,11,5,16,8,30,21,18,13,28,4,2,0.869,0.417,1.556,2,1,2,1.935,21,23,1,20,6,27,43,5,11,27,5,2,0.733,0.687,0.515,0,0,1,0.173,0,0.199,1.571,0.02,0.074,1.024,1.716,0.5,0.5,3.479,2.8053,1,1,3.1,2.7,2.8,2.9,3.0844,3.2237999999999998
EDM,2023,2023030417,FLA,20240624,AWAY,all,0.5133,0.4938,2.395,24,18,1,23,4,31,19,7,9,32,6,2,0.755,0.821,0.818,0,1,0,2.154,21,14,2,19,2,28,30,12,13,35,5,1,0.876,0.659,0.62,1,1,0,0.042,0,0.352,0,0.62,0,2.353,1.182,0.5217,0.5217,3.4317,2.6825,0,0,3.5,2.5,2.8,3.2,3.0676,3.1794000000000002
WPG,2022,2022020023,NYR,20221014,HOME,all,0.4815,0.4519,4.221,34,18,4,30,4,29,28,12,17,30,14,3,1.191,1.633,1.397,1,2,1,2.814,41,13,1,40,6,28,25,3,20,46,10,1,1.318,1.288,0.208,1,0,0,0.479,0.06,0.13,1.082,0.367,0,2.66,2.257,0.4634,0.4634,,,1,1,,,5,2,3.6055,4.377000000000001
WPG,2022,2022020046,DAL,20221017,AWAY,all,0.5398,0.5176,1.955,25,17,1,24,8,23,13,8,13,38,4,2,1.101,0.365,0.489,1,0,0,3.152,29,11,4,25,10,28,12,5,21,25,11,5,0.783,1.242,1.127,3,1,0,0.162,0.239,0.809,0,0.202,0,1.794,1.902,0.5333,0.5333,4.221,2.814,0,0,4,1,4.5,1,3.2445,4.327500000000001
WPG,2022,2022020057,COL,20221019,AWAY,all,0.4454,0.4938,2.371,28,13,4,24,6,24,27,6,7,34,4,2,0.959,0.436,0.976,2,1,1,2.531,33,25,3,30,8,28,26,5,7,31,7,3,0.925,0.846,0.76,0,2,1,0.758,0,0.109,0.607,0.073,0,1.005,2.349,0.4328,0.4328,3.088,2.983,1,0,2.5,2.5,4.666666666666667,3.3333333333333335,3.013333333333333,3.6793333333333336
WPG,2022,2022020070,VGK,20221020,AWAY,all,0.4854,0.4762,1.289,28,10,2,26,6,23,38,4,5,37,3,0,0.978,0.311,0,1,1,0,3.673,32,9,5,27,2,23,23,0,6,33,7,4,1.052,0.679,1.942,4,0,1,0,0,0.375,0.021,1.576,0.2,1.069,1.722,0.5139,0.5139,2.849,2.832333333333333,0,0,3,2.6666666666666665,3,2,2.94575,3.63925
WPG,2022,2022020082,TOR,20221022,HOME,all,0.4661,0.4886,3.169,31,12,1,30,15,22,29,8,13,31,7,5,0.87,0.984,1.315,0,0,1,3.98,28,18,4,24,15,24,17,6,12,34,6,5,0.981,0.857,2.143,1,0,3,0.444,0,1.318,0,0.279,0.503,2.221,2.383,0.4658,0.4658,2.459,3.0425,0,1,2.75,3.25,2.8,2.8,2.839,3.854
